idx,time_delta
1836,9.042255
1837,25.12869
1838,16.151314
1839,43.18392
1840,9.501347
1841,15.814651
1842,10.996623
1843,3.9414191
1844,5.056282
1845,3.5461469
1846,4.8036327
1847,2.8059745
1848,28.199034
1849,5.7031565
1850,34.336647
1851,6.936111
1852,3.4738321
1853,8.780551
1854,4.8177147
1855,9.0951605
1856,8.495456
1857,16.902473
1858,9.783415
1859,16.184015
1860,6.531554
1861,8.268734
1862,20.365585
1863,15.752785
1864,17.28637
1865,10.360667
1866,7.590724
1867,12.883967
1868,7.14287
1869,19.37357
1870,12.704059
1871,5.676959
1872,6.6115875
1873,8.273341
1874,8.632988
1875,6.365719
1876,23.562088
1877,10.871189
1878,28.657215
1879,20.629772
1880,4.6199846
1881,4.8276057
1882,3.0522447
1883,14.595621
1884,6.197385
1885,10.341017
1886,4.6914444
1887,13.219833
1888,36.284363
1889,12.757035
1890,11.373205
1891,20.944275
1892,15.921369
1893,29.73729
1894,4.3882704
1895,12.267357
1896,22.373552
1897,25.967573
1898,8.017342
1899,4.378595
1900,12.996981
1901,10.647459
1902,11.825015
1903,9.885132
1904,7.269562
1905,8.290173
1906,28.025496
1907,39.55496
1908,8.336914
1909,9.064874
1910,15.139022
1911,26.831718
1912,12.014256
1913,9.891533
1914,12.864353
1915,9.693052
1916,5.31931
1917,5.5002775
1918,11.358163
1919,10.958787
1920,1.9087408
1921,5.335058
1922,12.909572
1923,7.7275934
1924,11.269267
1925,9.857217
1926,2.3891726
1927,14.757696
1928,15.642747
1929,7.8657513
1930,11.240918
1931,13.12138
1932,4.020775
1933,9.931883
1934,24.978268
1935,23.253578
1936,2.8604069
1937,41.643673
1938,3.4853482
1939,8.121452
1940,13.331985
1941,29.876184
1942,26.38926
1943,32.224567
1944,9.209493
1945,19.6247
1946,12.843951
1947,23.538815
1948,12.817414
1949,7.903311
1950,31.155846
1951,9.100557
1952,9.787106
1953,9.874041
1954,6.8956823
1955,9.276824
1956,9.898334
1957,4.528581
1958,10.477663
1959,26.914047
1960,9.433067
1961,14.222274
1962,17.707079
1963,1.5922852
1964,9.111086
1965,10.966743
1966,22.935776
1967,5.887167
1968,9.191402
1969,8.058861
1970,3.5348244
1971,11.398463
1972,16.838789
1973,7.1489005
1974,27.933617
1975,10.064877
1976,20.928656
1977,16.023203
1978,4.3587766
1979,8.942448
1980,11.584805
1981,12.226334
1982,19.692093
1983,19.769701
1984,2.4866931
1985,14.841381
1986,3.9004703
1987,9.127813
1988,26.248125
1989,6.530241
1990,13.311877
1991,9.049534
1992,17.392971
1993,7.9197416
1994,16.263775
1995,10.107672
1996,15.491072
1997,16.410719
1998,27.020182
1999,19.5893
2000,19.763405
2001,23.139591
2002,13.908955
2003,24.092058
2004,15.903531
2005,17.990067
2006,4.657265
2007,20.719149
2008,8.009238
2009,24.47829
2010,5.4798436
2011,20.766016
2012,14.40152
2013,8.461451
2014,16.39774
2015,6.804641
2016,9.002697
2017,6.464325
2018,3.0776477
2019,5.3349533
2020,7.3870444
2021,6.220686
2022,17.837404
2023,13.905798
2024,4.122551
2025,18.656654
2026,9.199536
2027,8.1978
2028,5.18333
2029,16.1791
2030,11.911569
2031,2.4254797
2032,12.695064
2033,17.356825
2034,4.5246353
2035,19.835464
2036,7.781604
2037,11.44608
2038,33.605965
2039,11.3700695
2040,31.625938
2041,19.268457
2042,8.13751
2043,9.544309
2044,25.784588
2045,11.315224
2046,2.455745
2047,8.251834
2048,2.928897
2049,1.0
2050,5.3023453
2051,16.103722
2052,17.54731
2053,14.688953
2054,15.984277
2055,9.715636
2056,24.039707
2057,3.865561
2058,9.719963
2059,28.461224
2060,8.468401
2061,14.038075
2062,5.781357
2063,33.90223
2064,19.153683
2065,8.673745
2066,8.182421
2067,5.4865828
2068,22.611012
2069,35.690372
2070,1.0
2071,11.835604
2072,4.4588284
2073,15.659857
2074,29.35876
2075,3.947469
2076,26.565578
2077,9.303283
2078,1.356458
2079,14.572672
2080,11.454816
2081,21.547394
2082,8.990148
2083,9.903876
2084,30.27823
2085,6.21913
2086,15.079025
2087,8.245725
2088,17.369715
2089,19.322805
2090,11.505514
2091,3.6417472
2092,16.388271
2093,16.16738
2094,20.840153
2095,4.556753
2096,17.086653
2097,16.760702
2098,3.3670502
2099,9.609163
2100,6.6383934
2101,6.833484
2102,4.2627115
2103,15.637426
2104,10.374325
2105,19.313429
2106,14.6954565
2107,18.41994
2108,28.770426
2109,11.396719
2110,11.438444
2111,15.251067
2112,7.8928924
2113,25.894382
2114,19.241404
2115,2.3603234
2116,29.205547
2117,11.644043
2118,3.7372532
2119,20.976511
2120,8.365857
2121,2.719721
2122,12.060112
2123,22.86316
2124,1.4229357
2125,19.413788
2126,3.9259531
2127,29.548073
2128,14.572313
2129,17.648254
2130,19.326387
2131,22.96558
2132,1.0235233
2133,22.837252
2134,5.3333974
2135,12.177813
2136,9.9722185
2137,15.714555
2138,12.448469
2139,2.8318272
2140,12.659868
2141,18.566109
2142,12.208502
2143,13.617612
2144,21.186863
2145,19.136011
2146,10.181622
2147,11.21857
2148,7.6178694
2149,16.49044
2150,9.194809
2151,10.17407
2152,21.160725
2153,3.6092033
2154,22.616486
2155,17.806158
2156,16.599031
2157,6.4311256
2158,9.994348
2159,10.837506
2160,38.295734
2161,2.793581
2162,13.047451
2163,5.265473
2164,18.446732
2165,5.5514393
2166,28.196478
2167,13.326832
2168,14.384259
2169,18.618538
2170,7.4702387
2171,14.46286
2172,3.8848724
2173,5.8016243
2174,10.459807
2175,6.0944424
2176,7.309375
2177,14.407089
2178,16.03272
2179,11.372391
2180,9.586219
2181,20.471031
2182,19.152706
2183,11.417554
2184,4.4349384
2185,12.8206415
2186,15.558777
2187,8.519566
2188,3.5243902
2189,2.7492378
2190,8.380105
2191,6.702242
2192,24.451862
2193,19.827503
2194,23.094313
2195,6.876276
2196,4.0208664
2197,23.280037
2198,12.054315
2199,5.568349
2200,11.4814825
2201,17.775791
2202,28.011873
2203,3.6484632
2204,18.601467
2205,16.393938
2206,21.697998
2207,5.391114
2208,8.475837
2209,1.6295397
2210,14.708728
2211,9.226929
2212,10.18692
2213,23.692919
2214,8.903118
2215,7.4151945
2216,22.535387
2217,25.392498
2218,32.08413
2219,11.699316
2220,7.4650645
2221,5.5536556
2222,17.532402
2223,11.036909
2224,9.824441
2225,7.743228
2226,6.4621677
2227,4.552141
2228,16.100018
2229,20.927168
2230,8.760745
2231,8.811457
2232,25.350742
2233,18.143623
2234,7.789344
2235,2.2161045
2236,32.17695
2237,11.266907
2238,28.600693
2239,17.709452
2240,12.319778
2241,17.03989
2242,18.520176
2243,7.8991404
2244,5.072733
2245,6.7880044
2246,8.698363
2247,10.736432
2248,27.845043
2249,4.7283173
2250,16.015617
2251,17.81512
2252,27.883202
2253,18.288744
2254,34.286522
2255,17.860308
2256,5.294137
2257,9.319938
2258,5.2697954
2259,16.395376
2260,9.238253
2261,9.469999
2262,10.407091
2263,14.066159
2264,22.810131
2265,14.908443
2266,10.829537
2267,10.645397
2268,25.039207
2269,16.764502
2270,10.261702
2271,5.672434
2272,20.55856
2273,42.563606
2274,23.699461
2275,17.06934
2276,8.540224
2277,7.531128
2278,12.719072
2279,7.8966274
2280,16.494604
2281,12.741365
2282,5.330821
2283,22.405115
2284,9.280081
2285,23.854427
2286,1.0851421
2287,6.6405506
2288,4.0444193
2289,13.270931
2290,11.251915
2291,9.112273
2292,14.785586
2293,4.307069
2294,3.8655787
2295,8.626562
2296,5.7706184
2297,14.627747
2298,18.595867
2299,3.6315622
2300,16.279541
2301,18.898655
2302,6.9192863
2303,8.432319
2304,25.161633
2305,13.097115
2306,9.019819
2307,8.454054
2308,24.07964
2309,11.130211
2310,15.489952
2311,9.17535
2312,9.699086
2313,2.399291
2314,13.312778
2315,12.938436
2316,9.965691
2317,22.206131
2318,9.965911
2319,19.51751
2320,14.253941
2321,5.400425
2322,5.2455006
2323,9.175163
2324,11.430978
2325,3.446724
2326,16.742527
2327,5.4680977
2328,9.031178
2329,10.181954
2330,23.473318
2331,24.809917
2332,10.434321
2333,7.0261383
2334,22.014986
2335,5.636127
2336,4.2343764
2337,24.657648
2338,4.641964
2339,11.126931
2340,29.346546
2341,6.7989526
2342,16.102968
2343,25.268328
2344,16.817278
2345,29.26088
2346,10.546203
2347,5.0988183
2348,18.872498
2349,8.611004
2350,25.130266
2351,7.7407274
2352,17.428295
2353,7.3658185
2354,8.892477
2355,17.910866
2356,10.041607
2357,13.382695
2358,24.50338
2359,18.452349
2360,3.3570418
2361,7.100127
2362,20.187103
2363,11.696625
2364,4.250732
2365,17.541409
2366,13.726179
2367,10.4306755
2368,8.087763
2369,19.426376
2370,2.7051682
2371,9.216997
2372,19.485085
2373,18.077858
2374,3.3688085
2375,12.185986
2376,6.9691305
2377,2.289824
2378,8.199091
2379,11.69974
2380,23.932077
2381,10.070991
2382,5.9800663
2383,2.7728071
2384,19.545748
2385,9.681389
2386,20.173113
2387,4.112052
2388,5.4185867
2389,13.903082
2390,35.78568
2391,7.8647585
2392,8.3550625
2393,19.899052
2394,7.654088
2395,13.852522
2396,15.209145
2397,6.553059
2398,2.6610606
2399,25.529686
2400,10.677192
2401,25.822552
2402,22.014051
2403,16.088587
2404,9.137438
2405,14.473295
2406,16.964222
2407,6.164817
2408,8.191782
2409,29.788113
2410,22.606558
2411,24.71925
2412,2.7870703
2413,10.708267
2414,11.412444
2415,17.840319
2416,19.032356
2417,10.987837
2418,5.306014
2419,22.261435
2420,10.18222
2421,8.314806
2422,19.04671
2423,14.179408
2424,9.606273
2425,6.5594854
2426,4.2016287
2427,12.586206
2428,18.742458
2429,31.248812
2430,13.151462
2431,18.448727
2432,13.407245
2433,18.215551
2434,7.6145716
2435,11.096576
2436,9.502264
2437,7.0536594
2438,4.281976
2439,10.364298
2440,8.706505
2441,25.60255
2442,19.748846
2443,26.670124
2444,22.041664
2445,27.94431
2446,9.016163
2447,5.3921423
2448,16.452477
2449,21.689617
2450,20.327713
2451,6.229892
2452,8.123367
2453,10.410582
2454,5.141199
2455,6.2273293
2456,21.630703
2457,6.200496
2458,5.3773074
2459,7.836503
2460,41.977287
2461,11.781958
2462,10.26398
2463,2.058313
2464,6.6765966
2465,4.565606
2466,24.815645
2467,30.658546
2468,17.525892
2469,4.6984863
2470,5.220106
2471,10.185907
2472,11.321043
2473,5.4255743
2474,20.069466
2475,8.150503
2476,9.086231
2477,18.064121
2478,15.167476
2479,16.938179
2480,22.143192
2481,10.621754
2482,15.997197
2483,24.1576
2484,19.029087
2485,15.337041
2486,23.191566
2487,14.715081
2488,7.967386
2489,1.507062
2490,10.943328
2491,7.7129517
2492,12.5607395
2493,9.716342
2494,1.0766087
2495,10.895702
2496,9.960932
2497,6.235742
2498,3.2788801
2499,9.336153
2500,2.0291634
2501,6.2756953
2502,20.400574
2503,16.26147
2504,8.236074
2505,28.237125
2506,27.22469
2507,10.076049
2508,10.609316
2509,37.46161
2510,10.300436
2511,5.979952
2512,9.772772
2513,12.982532
2514,2.7760983
2515,16.010006
2516,27.495502
2517,16.054312
2518,27.369947
2519,8.454002
2520,6.421401
2521,15.10104
2522,33.255825
2523,16.178345
2524,10.102209
2525,12.4994955
2526,6.989912
2527,6.286806
2528,12.899487
2529,5.8759613
2530,10.765854
2531,10.817936
2532,3.420392
2533,9.231602
2534,10.576455
2535,8.626278
2536,15.112125
2537,21.18582
2538,4.381178
2539,24.093374
2540,20.012428
2541,9.080763
2542,25.15528
2543,10.499887
2544,9.944057
2545,10.382643
2546,13.783754
2547,7.164953
2548,20.125715
2549,32.229286
2550,18.19814
2551,17.828783
2552,13.821196
2553,2.0134869
2554,4.1309175
2555,13.528236
2556,10.467428
2557,18.098145
2558,3.2143483
2559,8.816984
2560,16.306479
2561,10.153435
2562,7.252572
2563,2.0052633
2564,12.773165
2565,4.90279
2566,13.648922
2567,31.564936
2568,12.437875
2569,31.60868
2570,15.839201
2571,15.48978
2572,1.9521267
2573,8.505749
2574,8.05467
2575,17.008278
2576,15.640072
2577,10.865108
2578,5.654204
2579,7.647293
2580,21.040829
2581,12.832325
2582,1.8166494
2583,3.4937868
2584,4.5013447
2585,11.295588
2586,31.60868
2587,6.9305973
2588,22.37788
2589,15.894697
2590,10.422249
2591,9.452001
2592,26.174324
2593,2.410263
2594,17.845617
2595,2.9471085
2596,9.646125
2597,10.719595
2598,24.331402
2599,9.25262
2600,10.522593
2601,8.306156
2602,24.715405
2603,9.281973
2604,22.149921
2605,9.281973
2606,22.048212
2607,9.860462
2608,26.438898
2609,7.0346413
2610,24.538868
2611,18.336475
2612,6.7288322
2613,3.1676688
2614,1.0885448
2615,17.371655
2616,11.666494
2617,36.563015
2618,11.597564
2619,23.350386
2620,6.6094623
2621,26.005947
2622,2.7174215
2623,5.053899
2624,3.9465284
2625,15.028927
2626,1.0
2627,14.733997
2628,8.25544
2629,7.1652465
2630,9.91495
2631,25.877644
2632,4.8668747
2633,19.91761
2634,14.026223
2635,9.452492
2636,16.917416
2637,3.7109585
2638,7.1294613
2639,11.88552
2640,15.680649
2641,19.138939
2642,4.002759
2643,2.0393262
2644,6.7936773
2645,7.7904625
2646,5.817913
2647,3.0793724
2648,8.705133
2649,9.641735
2650,11.923102
2651,19.778606
2652,4.719098
2653,13.457517
2654,16.949316
2655,2.6855812
2656,37.018936
2657,23.094627
2658,22.943796
2659,25.868317
2660,11.781181
2661,21.231508
2662,16.304218
2663,23.929962
2664,20.789932
2665,17.06198
2666,8.810999
2667,10.3010025
2668,8.136443
2669,25.747133
2670,21.54673
2671,18.627872
2672,14.441664
2673,11.881708
2674,15.464186
2675,2.367849
2676,4.016438
2677,4.0691795
2678,12.265197
2679,9.969206
2680,12.178277
2681,5.991848
2682,28.324928
2683,26.423698
2684,5.678096
2685,31.16948
2686,9.993977
2687,23.208216
2688,18.36766
2689,26.83951
2690,8.598506
2691,9.7002945
2692,12.392921
2693,5.6330423
2694,10.4293
2695,10.84713
2696,39.316635
2697,13.158896
2698,34.121773
2699,14.415571
2700,6.4154196
2701,9.962588
2702,15.132375
2703,5.4657807
2704,9.545339
2705,5.5109024
2706,8.979959
2707,24.48835
2708,4.540161
2709,23.624062
2710,25.027292
2711,3.7932076
2712,9.084351
2713,3.2239504
2714,1.2530766
2715,1.7338774
2716,14.899964
2717,18.131523
2718,13.464066
2719,9.816623
2720,20.497135
2721,26.756968
2722,3.5213192
2723,29.504429
2724,17.906216
2725,1.6935391
2726,4.540161
2727,1.0
2728,3.5487752
2729,33.669014
2730,39.403217
2731,24.466099
2732,15.385457
2733,13.266174
2734,5.938757
2735,4.385214
2736,20.462383
2737,6.0659847
2738,9.751749
2739,30.84354
2740,12.62306
2741,7.9832582
2742,20.261272
2743,18.577969
2744,7.7942333
2745,14.9382
2746,2.4878397
2747,6.7946167
2748,14.50247
2749,10.343817
2750,3.3966942
2751,3.9482508
2752,7.696317
2753,7.2013435
2754,4.7769003
2755,1.8568411
2756,18.239864
2757,21.623478
2758,3.0913875
2759,3.5466156
2760,15.254582
2761,20.82219
2762,2.413404
2763,21.458746
2764,5.880123
2765,8.339143
2766,1.3420458
2767,4.2262335
2768,18.605091
2769,6.4480295
2770,16.209208
2771,21.996998
2772,16.200394
2773,24.516298
2774,11.900597
2775,9.970752
2776,18.109468
2777,21.117043
2778,6.8579082
2779,7.14853
2780,17.439
2781,23.596508
2782,21.741817
2783,21.726273
2784,17.882042
2785,3.9018514
2786,7.5151463
2787,7.3228326
2788,11.149252
2789,11.203245
2790,16.067804
2791,29.530437
2792,18.49997
2793,4.7476473
2794,11.842877
2795,8.096233
2796,26.205513
2797,3.1833773
2798,16.68317
2799,25.101173
2800,10.639021
2801,21.92236
2802,10.4750595
2803,16.938614
2804,3.3614378
2805,14.389708
2806,9.679532
2807,16.562466
2808,16.504345
2809,4.298538
2810,27.720434
2811,2.6781259
2812,1.0
2813,15.064613
2814,10.457222
2815,39.39692
2816,9.194788
2817,16.602785
2818,8.836666
2819,2.513041
2820,23.82626
2821,9.259388
2822,20.352646
2823,3.8025422
2824,14.932763
2825,30.627693
2826,3.8694592
2827,33.222694
2828,12.0780115
2829,23.694565
2830,11.428667
2831,6.6100883
2832,14.410598
2833,2.3633761
2834,23.280256
2835,21.857136
2836,1.0
2837,1.8939247
2838,17.300447
2839,13.446337
2840,1.0
2841,24.065224
2842,7.8806324
2843,32.56663
2844,6.636618
2845,13.599054
2846,6.3012886
2847,3.6902828
2848,19.269123
2849,34.609283
2850,28.832724
2851,3.724289
2852,10.319387
2853,27.570868
2854,5.835093
2855,16.063604
2856,6.912404
2857,19.309553
2858,11.898327
2859,16.639402
2860,5.1980944
2861,25.714622
2862,4.352735
2863,10.209213
2864,26.824373
2865,16.926453
2866,9.222712
2867,17.263523
2868,1.1671569
2869,5.661895
2870,17.437271
2871,1.0
2872,2.4172435
2873,22.516764
2874,4.6193256
2875,7.79134
2876,8.292229
2877,20.235947
2878,11.527884
2879,17.896555
2880,6.154491
2881,20.30726
2882,5.071122
2883,10.401213
2884,19.481022
2885,9.791803
2886,16.3465
2887,30.461802
2888,7.3917894
2889,14.909782
2890,39.174545
2891,3.055094
2892,23.32899
2893,8.499017
2894,25.738567
2895,23.440891
2896,14.578746
2897,19.330194
2898,3.7868633
2899,4.748356
2900,21.14804
2901,24.62537
2902,9.15673
2903,1.0
2904,10.910417
2905,9.305388
2906,24.4591
2907,3.7637637
2908,19.0055
2909,5.6321416
2910,4.6275973
2911,7.445546
2912,18.310219
2913,28.08608
2914,11.117678
2915,28.177992
2916,5.153306
2917,9.189102
2918,6.953957
2919,7.5214043
2920,11.107436
2921,1.5885239
2922,12.08324
2923,23.263582
2924,35.585625
2925,11.77009
2926,9.253172
2927,11.28413
2928,10.50748
2929,4.6580467
2930,8.454184
2931,22.005424
2932,7.4654894
2933,28.713879
2934,1.2095785
2935,24.258137
2936,19.248354
2937,3.280837
2938,13.198168
2939,21.550362
2940,6.852636
2941,2.704164
2942,2.283801
2943,1.0
2944,11.633125
2945,5.479251
2946,23.901577
2947,23.702248
2948,9.435212
2949,25.380814
2950,8.031614
2951,16.147446
2952,7.0395756
2953,12.495733
2954,5.3003693
2955,10.886174
2956,11.680084
2957,21.973465
2958,3.5244298
2959,10.207855
2960,17.56102
2961,16.68948
2962,4.4097104
2963,28.10671
2964,6.522013
2965,8.09173
2966,1.5930243
2967,6.3436995
2968,11.909673
2969,10.438813
2970,11.248893
2971,7.794138
2972,11.418288
2973,12.804783
2974,28.769148
2975,6.4083104
2976,22.646
2977,25.911615
2978,4.123233
2979,13.40253
2980,36.793568
2981,4.096937
2982,17.159098
2983,7.1957073
2984,6.348962
2985,24.762592
2986,2.3249009
2987,28.600883
2988,7.615155
2989,22.03246
2990,21.56084
2991,11.503416
2992,14.6258955
2993,13.542972
2994,27.926634
2995,7.4294763
2996,8.292726
2997,2.3648815
2998,9.1715
2999,4.660782
3000,14.0974
3001,2.624136
3002,2.900135
3003,9.226408
3004,14.003209
3005,22.227152
3006,11.127278
3007,26.678644
3008,23.803865
3009,16.624212
3010,4.674383
3011,17.466774
3012,29.685596
3013,15.714374
3014,14.196704
3015,10.931318
3016,12.195318
3017,8.117232
3018,16.179348
3019,9.775862
3020,7.6449375
3021,10.689454
3022,11.042828
3023,3.004324
3024,19.267273
3025,2.127717
3026,10.232639
3027,22.461277
3028,11.891079
3029,2.2271252
3030,5.3005333
3031,11.224584
3032,19.238419
3033,20.04178
3034,14.9850645
3035,15.45513
3036,18.524952
3037,5.548834
3038,4.2904253
3039,28.947193
3040,14.742265
3041,6.9086905
3042,8.66641
3043,20.926931
3044,13.83917
3045,8.700365
3046,10.817607
3047,10.480299
3048,8.095528
3049,11.517761
3050,10.018925
3051,23.237518
3052,22.338612
3053,20.181377
3054,6.0775785
3055,16.437096
3056,23.953737
3057,2.8353071
3058,10.580683
3059,18.666159
3060,25.742088
3061,3.1439457
3062,4.674383
3063,15.037929
3064,12.408589
3065,17.115387
3066,7.8138666
3067,7.579264
3068,28.80742
3069,15.307587
3070,10.694212
3071,5.4266596
3072,9.613961
3073,1.0355711
3074,23.361286
3075,4.0120096
3076,11.390193
3077,25.403952
3078,8.44496
3079,10.830437
3080,8.750467
3081,8.768334
3082,8.089074
3083,40.362602
3084,21.701101
3085,25.647835
3086,29.789703
3087,16.171766
3088,12.375054
3089,1.8091493
3090,23.052471
3091,3.2221918
3092,15.592192
3093,15.595589
3094,5.585718
3095,10.085726
3096,3.2486444
3097,29.559826
3098,16.069775
3099,24.484797
3100,7.525036
3101,2.576289
3102,17.3845
3103,13.239026
3104,13.791539
3105,11.054918
3106,11.298809
3107,10.92528
3108,11.935316
3109,21.421146
3110,2.7672057
3111,8.8072815
3112,8.979717
3113,15.50745
3114,6.7318106
3115,26.72754
3116,14.894661
3117,5.6114287
3118,19.198383
3119,1.0
3120,6.521029
3121,17.247244
3122,5.67041
3123,7.019203
3124,14.911164
3125,19.990583
3126,3.014472
3127,10.209021
3128,8.556323
3129,13.075638
3130,5.04568
3131,4.9103503
3132,10.944759
3133,19.652195
3134,29.455322
3135,27.117157
3136,7.191533
3137,14.226753
3138,1.3743048
3139,24.338017
3140,25.035625
3141,18.277863
3142,28.833733
3143,26.358055
3144,27.456448
3145,1.9048853
3146,9.256924
3147,13.294871
3148,6.9347496
3149,4.94974
3150,10.931722
3151,26.25705
3152,12.56685
3153,10.240236
3154,21.38768
3155,16.54428
3156,27.01072
3157,18.606396
3158,25.617466
3159,5.3532753
3160,8.4688835
3161,18.17799
3162,7.1647873
3163,3.358078
3164,28.205399
3165,5.228076
3166,2.014841
3167,10.345951
3168,24.802885
3169,6.322096
3170,4.1246777
3171,2.8282683
3172,2.6617413
3173,33.998207
3174,5.971945
3175,12.277586
3176,16.272388
3177,1.0
3178,14.12042
3179,2.044188
3180,18.261826
3181,7.964436
3182,24.443794
3183,13.014341
3184,19.41462
3185,9.591087
3186,1.2948341
3187,8.43598
3188,18.720493
3189,21.405514
3190,28.617199
3191,2.4368124
3192,7.035288
3193,38.221928
3194,5.2248793
3195,6.5183077
3196,14.675012
3197,3.3761644
3198,15.331524
3199,5.228076
3200,8.885416
3201,12.734685
3202,29.02847
3203,6.952345
3204,15.323793
3205,24.228968
3206,10.126611
3207,30.216042
3208,5.220957
3209,22.64303
3210,9.630981
3211,5.5325823
3212,6.952345
3213,39.86842
3214,17.179836
3215,10.290114
3216,16.65511
3217,19.953379
3218,17.103714
3219,10.369203
3220,14.237903
3221,24.99134
3222,5.415763
3223,11.045414
3224,2.2464914
3225,5.6248703
3226,18.87136
3227,25.280857
3228,4.022807
3229,24.190111
3230,13.4111185
3231,22.502308
3232,2.9143295
3233,6.503766
3234,5.203269
3235,24.34709
3236,4.5132265
3237,14.466261
3238,12.23807
3239,7.96745
3240,9.179068
3241,17.037886
3242,22.729553
3243,7.1971893
3244,12.915014
3245,4.5211124
3246,3.2781272
3247,8.848312
3248,6.1152344
3249,22.442432
3250,28.670338
3251,5.596078
3252,6.3907194
3253,2.6747937
3254,15.874022
3255,11.207102
3256,15.459675
3257,1.6334524
3258,7.928794
3259,22.442432
3260,23.199821
3261,13.734538
3262,2.151872
3263,11.569555
3264,30.69294
3265,1.0
3266,1.0
3267,6.9021425
3268,30.119333
3269,14.086024
3270,3.602149
3271,8.241888
3272,14.909847
3273,25.678864
3274,7.992182
3275,7.290662
3276,6.844026
3277,11.103341
3278,7.3720064
3279,13.014885
3280,21.737503
3281,7.8989344
3282,14.452051
3283,1.0
3284,11.516405
3285,13.652773
3286,7.2705464
3287,3.3315744
3288,10.835621
3289,3.652923
3290,5.913848
3291,24.599655
3292,29.53896
3293,2.9181383
3294,14.737902
3295,24.344795
3296,15.146839
3297,7.3106856
3298,10.117535
3299,9.32759
3300,15.179749
3301,1.0
3302,7.3106856
3303,14.727324
3304,18.129213
3305,10.833834
3306,20.098667
3307,14.859255
3308,17.372084
3309,7.0114865
3310,9.151697
3311,1.5391483
3312,23.27378
3313,10.65685
3314,9.464619
3315,7.5731263
3316,20.457872
3317,15.338897
3318,24.514217
3319,35.47922
3320,11.424667
3321,16.03333
3322,30.514587
3323,26.14737
3324,22.656656
3325,2.6398396
3326,25.044373
3327,5.7146745
3328,15.200674
3329,8.283635
3330,27.203476
3331,9.676585
3332,3.7239738
3333,10.332464
3334,8.520969
3335,19.102234
3336,21.862509
3337,7.1462617
3338,4.210849
3339,13.749718
3340,32.564453
3341,5.608679
3342,8.118706
3343,13.246952
3344,23.942421
3345,1.908684
3346,7.129716
3347,32.42697
3348,5.79994
3349,17.445366
3350,10.79342
3351,21.076328
3352,10.003147
3353,15.265302
3354,7.1633606
3355,27.735727
3356,10.556116
3357,7.074389
3358,18.100576
3359,2.348073
3360,13.621801
3361,7.266429
3362,39.840103
3363,1.9758844
3364,8.698425
3365,9.605431
3366,23.632416
3367,13.249902
3368,18.274837
3369,7.2711906
3370,4.9810104
3371,18.04179
3372,15.525336
3373,8.817153
3374,28.342403
3375,6.143751
3376,7.0795345
3377,12.424194
3378,24.591572
3379,7.057929
3380,19.272156
3381,5.5762734
3382,31.085812
3383,8.421724
3384,6.4456725
3385,20.514225
3386,12.805421
3387,23.234175
3388,2.0856028
3389,9.642805
3390,4.0011096
3391,5.440501
3392,9.404792
3393,7.62701
3394,7.5712795
3395,17.526758
3396,12.011996
3397,13.843541
3398,20.9809
3399,4.360903
3400,1.5617976
3401,15.145062
3402,24.584625
3403,2.3024733
3404,2.8005064
3405,18.157122
3406,34.20736
3407,1.7774038
3408,2.9279103
3409,30.56108
3410,3.0438838
3411,1.8544827
3412,25.088402
3413,20.042091
3414,6.4758983
3415,17.486195
3416,22.48013
3417,9.288654
3418,8.974935
3419,12.05401
3420,7.909093
3421,22.149694
3422,5.0979137
3423,2.4507856
3424,5.165889
3425,22.256079
3426,4.4122076
3427,14.126685
3428,22.303307
3429,17.200651
3430,19.455704
3431,22.57415
3432,12.941866
3433,3.684721
3434,1.0
3435,26.281845
3436,23.12579
3437,6.3960786
3438,4.744503
3439,35.81277
3440,7.639651
3441,21.0466
3442,7.3949075
3443,8.514477
3444,1.2365308
3445,2.5065799
3446,22.64283
3447,2.6395283
3448,33.226276
3449,12.093529
3450,17.80873
3451,12.022342
3452,29.418175
3453,14.362846
3454,20.71574
3455,14.429546
3456,14.738904
3457,12.30412
3458,13.373934
3459,10.267328
3460,13.253238
3461,2.735422
3462,11.400115
3463,9.01585
3464,7.688055
3465,13.610085
3466,1.8693476
3467,23.429836
3468,24.02024
3469,25.941029
3470,9.307882
3471,8.019817
3472,8.723116
3473,6.459125
3474,13.824375
3475,10.266644
3476,14.241358
3477,5.547409
3478,9.780748
3479,5.967786
3480,8.631807
3481,22.438704
3482,4.6272364
3483,16.415974
3484,5.2783628
3485,22.045639
3486,8.029331
3487,3.9465518
3488,27.261879
3489,16.297142
3490,9.196597
3491,11.089346
3492,19.874538
3493,15.611975
3494,19.033846
3495,9.60949
3496,17.965204
3497,18.70333
3498,19.145359
3499,20.81578
3500,14.24619
3501,12.008005
3502,19.089834
3503,18.91968
3504,12.449159
3505,21.268919
3506,29.971855
3507,5.728693
3508,14.821032
3509,20.148537
3510,3.2905893
3511,2.8763309
3512,27.087978
3513,19.410196
3514,16.218092
3515,9.990656
3516,6.1377187
3517,6.640199
3518,6.6136518
3519,15.67928
3520,1.3799009
3521,1.6306305
3522,34.596596
3523,4.9559135
3524,9.050247
3525,10.532176
3526,22.27155
3527,8.377727
3528,19.51802
3529,1.6692314
3530,31.356236
3531,36.358776
3532,22.167553
3533,1.0313416
3534,18.740671
3535,9.627254
3536,26.33253
3537,6.4714217
3538,1.0
3539,26.085217
3540,8.443763
3541,9.113234
3542,4.5249767
3543,9.7866955
3544,9.625813
3545,12.056142
